"exact_path","source_location","current_status","primary_information_purpose","ownership","unique_current_knowledge","conflicting_knowledge","newer_authority_or_superseding_home","target_information_home","proposed_disposition","owner_decision_required","migration_verification_status","classification_basis","authority_class","current_authority_home","target_section_topic","migration_evidence","review_required_reason"
"docs/OPC_IRIU_DISPLAY_ORDER_LIFECYCLE_FORENSIC_AUDIT_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped report, audit, decision or incident evidence","Historical/owner/technical evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/OPC_IRIU_MANUAL_SCENARIO_NOOP_CORRECTIONS_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped report, audit, decision or incident evidence","Historical/owner/technical evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/OPC_IRIU_PACKAGE_AUTHORITY_DISPLAY_ORDER_IMPLEMENTATION_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped report, audit, decision or incident evidence","Historical/owner/technical evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/OPC_IRIU_PRODUCTION_TEST_ORDERING_DISCREPANCY_FORENSIC_AUDIT_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped report, audit, decision or incident evidence","Historical/owner/technical evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/OPC_IRIU_SHARED_DERIVED_ORDERING_IMPLEMENTATION_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped report, audit, decision or incident evidence","Historical/owner/technical evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/OPC_IRIU_WINDOWS_CASE_SYNTHESIS_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped report, audit, decision or incident evidence","Historical/owner/technical evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/OPC_KATALOG_FIKSNA_CENA_CRNINA_IRIU_IZNOS_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped report, audit, decision or incident evidence","Historical/owner/technical evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/OPC_LOCAL_USER_IDENTITY_AND_PREDMET_TRANSFER_REBIND_AUDIT.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_LOCKED_RULES_PUBLIC_SUMMARY.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_LOGIZMENA_TECHNICAL_AUDIT.md","GIT","HISTORICAL EVIDENCE","Scoped report, audit, decision or incident evidence","Historical/owner/technical evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/OPC_LOGOS_KNOWLEDGE_BASE.md","GIT","HISTORICAL EVIDENCE","Source-learning, supporting or project documentation","Technical/domain/governance evidence","NO","NO","Phase 1 compact homes and current supporting evidence","Archive after knowledge check; preserve Git history and exact evidence path","ARCHIVE â€” SOURCE-LEARNING","NO","VERIFIED â€” NOT CURRENT AUTHORITY; ARCHIVE TARGET IDENTIFIED","Source-learning artifact without a current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Historical/source-learning evidence; consult only for scoped provenance","No current authority claim retained; path and provenance remain available for scoped forensic review","NONE â€” no owner decision for ordinary source-learning classification"
"docs/OPC_MODULAR_FOUNDATION_CONTROL_PLAN.md","GIT","HISTORICAL EVIDENCE","Source-learning, supporting or project documentation","Technical/domain/governance evidence","NO","NO","Phase 1 compact homes and current supporting evidence","Archive after knowledge check; preserve Git history and exact evidence path","ARCHIVE â€” SOURCE-LEARNING","NO","VERIFIED â€” NOT CURRENT AUTHORITY; ARCHIVE TARGET IDENTIFIED","Source-learning artifact without a current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Historical/source-learning evidence; consult only for scoped provenance","No current authority claim retained; path and provenance remain available for scoped forensic review","NONE â€” no owner decision for ordinary source-learning classification"
"docs/OPC_MODULE_BOUNDARIES_AND_AUTHORITY_AUDIT.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_MODULE_CONTRACTS_AND_TRUTH_BOUNDARIES.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_MODULE_RELATIONSHIP_MAP.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_MODULI_PAKETI_PODSETNIK_ARCHITECTURE_PSEUDOCODE.md","GIT","INTERNAL DEVELOPMENT CONTROL","Logos logical-functional continuity/development-control","Internal Tale/Logos governance","YES","NO","Local INTERNAL_DEVELOPMENT_CONTROL/PSEUDOCODE/ artifact; original Git history","INTERNAL_DEVELOPMENT_CONTROL/PSEUDOCODE/OPC_MODULI_PAKETI_PODSETNIK_ARCHITECTURE_PSEUDOCODE.md","MOVED TO LOCAL INTERNAL CONTROL","NO","VERIFIED â€” BYTE-PRESERVED LOCAL MOVE; POINTER RETAINED","Owner-approved internal pseudocode role; content moved byte-for-byte outside market-facing docs/","INTERNAL DEVELOPMENT CONTROL","docs/OPC_INTERNAL_DEVELOPMENT_CONTROL_REGISTER.md","Register: preserved artifact register","Source and destination SHA-256 match; original path retains a boundary pointer and Git history","INTERNAL ONLY â€” excluded from market-facing Logos review surface"
